caseid,reportedon,category,statuscode,casetype,Cops-Rops,sqlrequired,expclosedate,closedate,aging,currentowner,ConfigurationEffort[Hr],PM Effort [Hr],TestingEffort [Hr],TotalEffort [Hr],L1 Doc Approval,L2 Doc Approval,L3 Doc Approval,channel,details,subject
507128,06-12-2025,Configuration,Invalid,CR,,,,17-06-2025,179 D,Pavan Dake,0,,,,No,No,No,Web,"Unable to Create a Project on Myportal.
Please refer attached video for complete details and the error message.

On 10-Jun-25, I raised the same issue against Case ID - 506819. This was resolved as per the case status, but the issue still persists.
Do resolve at the earliest.",Unable to Create Project on Myportal
498340,04-04-2025,Configuration,Resolved,CR,RevOps,Yes,29-04-2025,05-06-2025,248 D,Dheeraj,0,,,,Yes,Yes,No,Web,All Project Name  and Account Names required,Project ID and Account Name required
502862,05-09-2025,Configuration,Invalid,CR,CompanyOps,No,05-11-2025,05-12-2025,213 D,Niharika Verma,0,,,,No,No,No,Email,Email Syndication,Email Syndication : Re: Request for Password Reset – mohamad.abdul@businessnext.com
502773,05-08-2025,Configuration,Invalid,CR,CompanyOps,No,05-11-2025,05-12-2025,214 D,Niharika Verma,0,,,,No,No,No,Email,Email Syndication,Email Syndication : Demo Creation for RoW Opportunity Workflow
502221,05-05-2025,User Creation,Resolved,CR,CompanyOps,No,,05-06-2025,217 D,Deepali Kumari,8,0.4,0.8,9.2,Yes,Yes,Yes,Web,,User Creation
502185,05-05-2025,User Creation,Resolved,CR,CompanyOps,No,05-05-2025,05-06-2025,217 D,Deepali Kumari,8,0.4,0.8,9.2,Yes,Yes,Yes,Email,,User Creation
502439,05-06-2025,Configuration,Invalid,CR,CompanyOps,No,05-05-2025,05-06-2025,216 D,Niharika Verma,0,,,,No,No,No,Email,Email Syndication,Email Syndication : Re: MyPortal Role
502440,05-05-2025,Configuration,Invalid,Incident,CompanyOps,No,05-05-2025,05-06-2025,217 D,Niharika Verma,0,,,,No,No,No,Email,Email Syndication,Email Syndication : RE: MyPortal Role
502443,05-05-2025,Configuration,Invalid,CR,CompanyOps,No,05-05-2025,05-06-2025,217 D,Niharika Verma,0,,,,No,No,No,Email,Email Syndication,Email Syndication : Re: Issue with Training Project Visibility in Portal
501497,29-04-2025,Configuration,Invalid,CR,CompanyOps,No,05-05-2025,05-06-2025,223 D,Niharika Verma,0,,,,No,No,No,Web,"A few fields are not tagged in the email alert which comes for a new website lead when someone fills the request demo form on our website. 
For your reference, a new lead alert came this morning, lead name Jesus Islas. His phone number is visible on my dashboard, which means the person filled out his contact details on the demo request form. However, in the email alert, that field is blank. 
Please look into this. 
Attached is the screenshot of the email alert.",missing field from website lead capture email alert
502465,05-06-2025,Configuration,Invalid,Incident,CompanyOps,No,05-05-2025,05-06-2025,216 D,Niharika Verma,0,,,,No,No,No,Email,Email Syndication,Email Syndication : test1234
502463,05-06-2025,Configuration,Invalid,CR,CompanyOps,No,05-05-2025,05-06-2025,216 D,Niharika Verma,0,,,,No,No,No,Email,Email Syndication,Email Syndication : Re: Unable to Login My Portal- Invalid User ID Error
502452,05-01-2025,Configuration,Invalid,CR,CompanyOps,No,05-06-2025,05-07-2025,221 D,Niharika Verma,0,,,,No,No,No,Email,Email Syndication,Email Syndication : Re: FootHill - Portal - Action Register
502550,05-07-2025,Configuration,Invalid,CR,CompanyOps,No,05-06-2025,05-07-2025,215 D,Niharika Verma,0,,,,No,No,No,Email,Email Syndication,Email Syndication : Re: Request Access for the US Portfolio manager Role
502551,05-07-2025,Configuration,Invalid,CR,CompanyOps,No,05-06-2025,05-07-2025,215 D,Niharika Verma,0,,,,No,No,No,Email,Email Syndication,Email Syndication : Request Access for the US Portfolio manager Role
502553,05-07-2025,Configuration,Invalid,CR,CompanyOps,No,05-06-2025,05-07-2025,215 D,Niharika Verma,0,,,,No,No,No,Email,Email Syndication,Email Syndication : RE: Request Access for the US Portfolio manager Role
502888,05-09-2025,Configuration,Invalid,CR,CompanyOps,No,29-05-2025,16-05-2025,213 D,Niharika Verma,0,,,,No,No,No,Web,Arab corp client is not able to login on portal. KIndly refer the attached screenshot. we have tried in incognito mode as well but still same issue. I have shared url from my side as well still same issue.,Arab corp client is not able to login on portal
502632,05-07-2025,Configuration,Resolved,CR,CompanyOps,No,,15-05-2025,215 D,Niharika Verma,4,0.2,0.4,4.6,Yes,Yes,Yes,Web,"Hi Team, Kindly change the primary owner of the Project with ID 6074 (Product Training - Mumbai)  from Akshata Anil Kamath to Husain Slatewala (husain.slatewala@businessnext.com).

So New Details should be as follows:

Primary Owner - Husain Slatewala
Secondary Owner - Rajat Eklare",Regarding Change in Primary Owner for Project ID 6074
502831,05-08-2025,Configuration,Invalid,CR,CompanyOps,No,05-11-2025,05-12-2025,214 D,Niharika Verma,0,,,,No,No,No,Email,Email Syndication,Email Syndication : Re: Change of Primary Owner for Timesheet Allocation
502833,05-08-2025,Configuration,Invalid,CR,CompanyOps,No,05-11-2025,05-12-2025,214 D,Niharika Verma,0,,,,No,No,No,Email,Email Syndication,Email Syndication : RE: Change of Primary Owner for Timesheet Allocation
503055,05-12-2025,Configuration,Invalid,CR,CompanyOps,No,05-11-2025,05-12-2025,210 D,Niharika Verma,0,,,,No,No,No,Email,Email Syndication,Email Syndication : Re: Script for bug 332157
503011,05-09-2025,Configuration,Invalid,CR,CompanyOps,No,05-11-2025,05-12-2025,213 D,Niharika Verma,0,,,,No,No,No,Email,Email Syndication,Email Syndication : Re: Script for bug 332157
502510,05-06-2025,Configuration,Invalid,CR,CompanyOps,No,05-06-2025,05-07-2025,216 D,Niharika Verma,0,,,,No,No,No,Email,Email Syndication,Email Syndication : RE: MYBUSINESSNEXT Portal Credentials
503013,05-09-2025,Configuration,Invalid,CR,CompanyOps,No,05-11-2025,05-12-2025,213 D,Niharika Verma,0,,,,No,No,No,Email,Email Syndication,Email Syndication : RE: Script for bug 332157
502971,05-09-2025,Configuration,Resolved,CR,CompanyOps,No,,15-05-2025,213 D,Niharika Verma,6,0.3,0.6,6.9,Yes,Yes,Yes,Email,Email Syndication,Email Syndication : Need PM role on BusinessNext Portal
503025,05-09-2025,Configuration,Resolved,CR,CompanyOps,No,,05-12-2025,213 D,Niharika Verma,4,0.2,0.4,4.6,Yes,Yes,Yes,Web,"Hi Team,

Please deactivate below user id in MY Portal.

EC1835	Jaideep Nigam - jaideep.nigam@businessnext.com",User deactivate
502895,05-09-2025,Configuration,Invalid,CR,CompanyOps,No,05-11-2025,05-12-2025,213 D,Niharika Verma,0,,,,No,No,No,Email,Email Syndication,Email Syndication : Fw: MYCRMPortal Access
502548,05-07-2025,Configuration,Resolved,CR,CompanyOps,No,28-05-2025,15-05-2025,215 D,Niharika Verma,0,,,,Yes,Yes,Yes,Web,,Please provide me access to the ‘U.S Portfolio Manager’ role on my portal.
503108,05-12-2025,User Creation,Resolved,CR,CompanyOps,No,,19-05-2025,210 D,Niharika Verma,8,0.4,0.8,9.2,Yes,Yes,Yes,Web,,User Creation
503105,05-12-2025,User Creation,Resolved,CR,CompanyOps,No,,20-05-2025,210 D,Lisha Gupta,8,0.4,0.8,9.2,Yes,Yes,Yes,Web,,User Creation
503114,05-12-2025,User Creation,Resolved,CR,CompanyOps,No,,18-05-2025,210 D,Niharika Verma,8,0.4,0.8,9.2,Yes,Yes,Yes,Web,,User Creation
503383,13-05-2025,Configuration,Invalid,CR,CompanyOps,No,13-05-2025,14-05-2025,209 D,Niharika Verma,0,,,,No,No,No,Web,"User- vaishali gosain
role- consultant/US portfolio manager.

Steps:
1. Go to weekly timesheet
2. select a project
3. try to fill timesheet
4. Its asking to specify 'project engagement role' and not giving any options in the drop down. 

Please refer attached screenshot

Unable to save record.",Unable to fill timesheet
503210,05-12-2025,User Creation,Resolved,CR,CompanyOps,No,,15-05-2025,210 D,Niharika Verma,8,0.4,0.8,9.2,Yes,Yes,Yes,Web,,New User creation - North America - Thomas Romano
503401,14-05-2025,Configuration,Invalid,CR,CompanyOps,No,13-05-2025,14-05-2025,208 D,Niharika Verma,0,,,,No,No,No,Email,Email Syndication,Email Syndication : Vice President KAM Role Access
503297,13-05-2025,Configuration,Resolved,CR,RevOps,Yes,29-05-2025,06-04-2025,209 D,Dheeraj,24,1.2,2.4,27.6,Yes,Yes,No,Web,"Hi Team, please provide me latest extract for all accounts and projects tagged to Portfolio US and US-A. please include the following data coiumns Portfolio, Account ID, Account Name, Account Status, Account Status code, Project ID, Project Name, Project Status Code, Territory.",Latest extract for accounts and projects under US portfolio
504028,19-05-2025,Configuration,Resolved,CR,CompanyOps,Yes,,19-05-2025,203 D,Vikas Ojha,0,,,,Yes,Yes,Yes,Email,Email Syndication,Email Syndication : PO Balance Report
503446,14-05-2025,Configuration,Resolved,CR,CompanyOps,No,,15-05-2025,208 D,Niharika Verma,6,0.3,0.6,6.9,Yes,Yes,Yes,Web,Please provide required access to add resources in the projects,Required access to add resources in Projects
504114,19-05-2025,User Creation,Resolved,CR,CompanyOps,No,,27-05-2025,203 D,Lisha Gupta,8,0.4,0.8,9.2,Yes,Yes,Yes,Web,,User Creation
503798,16-05-2025,Configuration,Resolved,CR,RevOps,No,06-05-2025,06-12-2025,206 D,Dheeraj,10,0.5,1,11.5,Yes,Yes,No,Email,Email Syndication,Email Syndication : FW: CRM Alerts - Email ID Addition
503152,05-12-2025,Configuration,Invalid,CR,CompanyOps,No,05-12-2025,13-05-2025,210 D,Niharika Verma,0,,,,No,No,No,Email,Email Syndication,Email Syndication : Re: Request for Password Reset – mohamad.abdul@businessnext.com
503233,13-05-2025,Configuration,Resolved,CR,CompanyOps,No,,13-05-2025,209 D,Anubhav Gupta,0,,,,Yes,Yes,Yes,Email,Email Syndication,Email Syndication : Re: Kotak Bank | CustomerNext AMC
505468,29-05-2025,Configuration,Resolved,CR,CompanyOps,No,06-10-2025,13-06-2025,193 D,Lisha Gupta,4,0.2,0.4,4.6,Yes,Yes,Yes,Web,"Hi Team,

Please change the revenue type for below project  from W@R to Pipeline

ccount Name	Project Id	Project Name
Bank Negara Indonesia	12349	BNI Corporate - Change Request Project",Change the revenue type for Project Id - 12349
506362,06-05-2025,Configuration,Resolved,CR,CompanyOps,No,,17-06-2025,186 D,Deepali Kumari,0,,,,Yes,Yes,Yes,Web,"Hi Team,

Please find below details of the email id's which needs to be removed and add in the Email alert.

ID to be add: flevin.fernandes@businessnext.com

ID to be removed:
prachi.saini@crmnext.com; 
Parth.naikpadave@crmnext.com; 
darshana.magdum@crmnext.com;  
Pravat.Mohanty@kotak.com
Harshad.Kadam@kotak.com>; 
kli.shweta-latta@kotak.com;
Udaya.Chavali@kotak.com>;  
manali.patel@kotak.com>; 
navnath.wagh@businessnext.com;

Also, Please remove these ids from all the alerts of KLI(Kotak Mahindra bank Limited)

Note: Sample alert has been attached kindly check the same

Regards,
Akram Shaikh.",Addition and removal of email id's from alerts.
506777,06-10-2025,User Creation,Resolved,CR,CompanyOps,No,06-12-2025,13-06-2025,181 D,Lisha Gupta,8,0.4,0.8,9.2,Yes,Yes,Yes,Web,Myportal user credentials for the new joiner - Swaraj Shashikant Lande,Myportal user credentials for the new joiner - Swaraj Shashikant Lande
504713,22-05-2025,Configuration,Resolved,CR,CompanyOps,No,29-05-2025,27-05-2025,200 D,Lisha Gupta,6,0.3,0.6,6.9,Yes,Yes,Yes,Web,,Enable mobile user for : user credentials- nikhil.yadav@businessnext.com / Loklok@01
504068,19-05-2025,Configuration,Resolved,CR,CompanyOps,No,,21-05-2025,203 D,Lisha Gupta,0,,,,Yes,Yes,Yes,Email,Email Syndication,Email Syndication : Re: PO Balance Report
505431,28-05-2025,Configuration,Invalid,CR,CompanyOps,No,,29-05-2025,194 D,Lisha Gupta,0,,,,No,No,No,Email,Email Syndication,Email Syndication : Re: User Disabled in My Portal
505875,06-02-2025,Configuration,Resolved,CR,CompanyOps,No,29-06-2025,13-06-2025,189 D,Aditya Singh,0,,,,Yes,Yes,Yes,Web,"Hi Team,
We want to aggressively use MY for our Projects planning, however, team is encountering a lot of bugs and functional gaps that sometimes makes the Project tracking impossible. Can you please look at the attached issues and provide ETA's for fixing the same.",Issues on MY
506440,06-05-2025,Configuration,Resolved,CR,CompanyOps,No,,13-06-2025,186 D,Lisha Gupta,6,0.3,0.6,6.9,Yes,Yes,Yes,Email,Email Syndication,Email Syndication : RE: Regarding Updation of Role in MyPortal
506619,06-09-2025,Configuration,Resolved,CR,CompanyOps,No,,13-06-2025,182 D,Himanshu Padaliya,0,,,,Yes,Yes,Yes,Email,Email Syndication,Email Syndication : Re: Account - Netcore
506806,06-10-2025,Configuration,Resolved,CR,CompanyOps,No,,13-06-2025,181 D,Lisha Gupta,12,0.6,1.2,13.8,Yes,Yes,Yes,Web,"Request you to kindly perform the project mapping of FY 2025-26 on the required users.

User #1:

Project: Max Life Insurance Co. Ltd AMC 2025-26 (Project ID: 14227)
User Name: Himanshu Chouhan
User Email: himanshu.chouhan1@maxlifeinsurance.com
Company/Account: Max Life Insurance Corp.

User #2:

Project: Nippon India Mutual Fund AMC 2025-26 (Project ID: 14230)
User Name: Yash Chaubey
User Email: yash.chaubey@nipponindiaim.com
Company/Account: Nippon Life India Asset Management Limited

Kindly let us know via Teams if any concern/clarification required.",Update project on the required user
506789,06-10-2025,User Creation,Resolved,Incident,,,,13-06-2025,181 D,Lisha Gupta,0,,,,Yes,Yes,No,Web,Myportal user credentials for the new joiner - Akshada Chavan,Myportal user credentials for the new joiner - Akshada Chavan
507464,16-06-2025,Configuration,Resolved,Incident,RevOps,No,,19-06-2025,175 D,Dheeraj,6,0.3,0.6,6.9,Yes,Yes,No,Email,Email Syndication,Email Syndication : FW: Auditor user id and password.
507576,16-06-2025,User Creation,Invalid,CR,CompanyOps,No,,17-06-2025,175 D,Lisha Gupta,0,,,,No,No,No,Web,Myportal user credentials for the new joiner - Mahima Agarwal,Myportal user credentials for the new joiner - Mahima Agarwal
507915,18-06-2025,Configuration,Invalid,CR,CompanyOps,No,,18-06-2025,173 D,Lisha Gupta,0,,,,No,No,No,Email,Email Syndication,Email Syndication : Re: MYBUSINESSNEXT Portal Credentials
503153,05-12-2025,Configuration,Invalid,CR,CompanyOps,No,05-12-2025,13-05-2025,210 D,Niharika Verma,0,,,,No,No,No,Email,Email Syndication,Email Syndication : Re: Request for Password Reset – mohamad.abdul@businessnext.com
503238,13-05-2025,Configuration,Resolved,CR,CompanyOps,No,,20-05-2025,209 D,Niharika Verma,6,0.3,0.6,6.9,Yes,Yes,Yes,Web,"Please add the following roles in MyPortal profile: 

U.S Customer - Internal

This has been approved by my reporting manager.",Request to add roles in MyPortal
504129,19-05-2025,Configuration,Resolved,CR,CompanyOps,No,,21-05-2025,203 D,Lisha Gupta,6,0.3,0.6,6.9,Yes,Yes,Yes,Web,"I’ve noticed that the details listed in my portal are incorrect. I am part of the Information Security Group, but the portal currently shows me as a member of Engr Product Development. Could you please update this to reflect the correct group.
Additionally, I am currently unable to assign tickets to myself.",Request to Update My Portal Details and Ticket Assignment Issue
504376,20-05-2025,Configuration,Invalid,CR,CompanyOps,No,,06-11-2025,202 D,Lisha Gupta,0,,,,No,No,No,Web,,Timesheet Issue
506901,06-10-2025,Configuration,Resolved,CR,CompanyOps,No,,13-06-2025,181 D,Lisha Gupta,18,0.9,1.8,20.7,Yes,Yes,Yes,Web,"Hi Team,

Please deactivate below user id in MY Portal.

EC3426	Rakesh Kumar Khatua - rakesh.khatua@businessnext.com
EC2812	Mohammed Samraan Ghouse - samraan.ghouse@businessnext.com
EC1754	Nishtha Mehra - nishtha.mehra@businessnext.com",User deactivate
503250,13-05-2025,Configuration,Resolved,Incident,CompanyOps,No,20-05-2025,13-05-2025,209 D,Anubhav Gupta,0,,,,Yes,Yes,Yes,Email,Email Syndication,Email Syndication : Re: Request Quote for 5th Year ATS
503740,15-05-2025,Configuration,Resolved,CR,CompanyOps,No,,21-05-2025,207 D,Lisha Gupta,16,0.8,1.6,18.4,Yes,Yes,Yes,Web,"Hi Team,

We have few users that have exited in the past 2 months. Request your help to remove them from mybusinessnext portal:

1. Anubhav Pradhan
2. Vincent Bezemer
3. Jack Doyle
4. Brice Pall
5. Donna Goodwin

Regards,
Shailja Singh",Exit employees - Users to be removed from Myportal
504769,22-05-2025,Configuration,Invalid,CR,CompanyOps,No,25-05-2025,26-05-2025,200 D,Niharika Verma,0,,,,No,No,No,Web,"Unable to map test cases with Pattern, getting warning as Query Execution Failed. 
Please find the Attached ss for your reference",Test Cases mapping with the Pattern
503487,14-05-2025,User Creation,Resolved,CR,CompanyOps,No,,27-05-2025,208 D,Lisha Gupta,8,0.4,0.8,9.2,Yes,Yes,Yes,Web,,User Creation
503490,14-05-2025,User Creation,Resolved,CR,CompanyOps,No,,27-05-2025,208 D,Lisha Gupta,8,0.4,0.8,9.2,Yes,Yes,Yes,Web,,User Creation
506496,06-06-2025,Configuration,Resolved,CR,CompanyOps,No,,13-06-2025,185 D,Lisha Gupta,36,1.8,3.6,41.4,Yes,Yes,Yes,Web,"Hi Team,

Please deactivate below user id in MY Portal.

AC0056	JAGRITI SHARMA - jagriti.sharma@businessnext.com
EC2620	Gandam Sai Teja - gandam.s.teja@businessnext.com
EC2531	Khandu Dhondiram Shinde - khandu.shinde@businessnext.com
EC1678	Garvita Joshi - garvita.joshi@businessnext.com
EC1858	Neha Pandey -neha.pandey@businessnext.com
IC9335	Shaniaa Sen - shaniaa.sen@businessnext.com",User deactivate
505164,27-05-2025,Configuration,Invalid,CR,CompanyOps,No,,27-05-2025,195 D,Lisha Gupta,0,,,,No,No,No,Email,Email Syndication,Email Syndication : Re: MY portal account activation with password reset
504452,21-05-2025,Configuration,Resolved,CR,CompanyOps,No,,23-05-2025,201 D,Lisha Gupta,6,0.3,0.6,6.9,Yes,Yes,Yes,Web,"I need my role to be updated as Manager. 
I sync lots of cases/requirements from My to Azure etc. 

I need my role as Manager for that as my designation is Project Manager.",I need my role to be updated as Manager
505390,28-05-2025,Configuration,Invalid,CR,CompanyOps,No,,29-05-2025,194 D,Lisha Gupta,0,,,,No,No,No,Email,Email Syndication,Email Syndication : Collection received in 2 Part.
504032,19-05-2025,Configuration,Invalid,CR,CompanyOps,No,,30-05-2025,203 D,Anubhav Gupta,0,,,,No,No,No,Email,Email Syndication,Email Syndication : RE: Invoice creation | Kotak Bank | CRMNEXT Lic AMC
505277,27-05-2025,Configuration,Invalid,CR,CompanyOps,No,30-05-2025,28-05-2025,195 D,Lisha Gupta,0,,,,No,No,No,Web,"Account reset request for Vishal Pathak - reset the password - MY BusinessNext Portal
Name: Vishal Pathak
Email: vishal.pathak@businessnext.com",Account reset request for Vishal Pathak - reset the password
